summary,feature,total_amount,absolute_held,relative_held
overall,ALB,1486,716,0.48183041722745623
overall,Caretta_caretta_IUCN,7408,3704,0.5
overall,Chelonia_mydas_IUCN,4882,2441,0.5
overall,Dermochelys_coriacea_IUCN,6455,3228,0.5000774593338497
overall,Eretmochelys_imbricata_IUCN,8596,4298,0.5
overall,Lepidochelys_olivacea_IUCN,1336,668,0.5
overall,SKP,897,439,0.48940914158305465
overall,SWO,1660,840,0.5060240963855421
overall,YFT,1464,706,0.4822404371584699
