sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
3195784.799999999,3.753485603283515,1198,18447.12179039512,2.3831037282943726,23.831037282943726,0.330713227391243,0.6915398131043458
